SMILES,Name,Aromatic_SMILES,Kekulized_SMILES,InChiKey
c1ccc2c(c1)cc3ccccc3c2/C=N/NC(=O)c4c(n(nn4)c5c(non5)N)COc6ccc(cc6)F,Decoys_2651,Nc1nonc1-n1nnc(C(=O)N/N=C/c2c3ccccc3cc3ccccc23)c1COc1ccc(F)cc1,NC1=NON=C1N1N=NC(C(=O)N/N=C/C2=C3C=CC=CC3=CC3=CC=CC=C32)=C1COC1=CC=C(F)C=C1,IUYYNPMYIXKERT-AMVVHIIESA-N
Cc1ccc(cc1)C(c2ccc(cc2)C)(c3ccc(cc3)C)OC[C@@H]4[C@@H]([C@@H]([C@@H](O4)n5c(=O)nc(cn5)N)O)O,Decoys_2652,Cc1ccc(C(OC[C@H]2O[C@@H](n3ncc(N)nc3=O)[C@@H](O)[C@H]2O)(c2ccc(C)cc2)c2ccc(C)cc2)cc1,CC1=CC=C(C(OC[C@H]2O[C@@H](N3N=CC(N)=NC3=O)[C@@H](O)[C@H]2O)(C2=CC=C(C)C=C2)C2=CC=C(C)C=C2)C=C1,WINPBGKQLPWUPD-CPKBAGSISA-N
Cc1ccc(cc1)C(c2ccc(cc2)C)(c3ccc(cc3)C)OC[C@@H]4[C@H]([C@@H]([C@@H](O4)n5c(=O)nc(cn5)N)O)O,Decoys_2653,Cc1ccc(C(OC[C@H]2O[C@@H](n3ncc(N)nc3=O)[C@@H](O)[C@@H]2O)(c2ccc(C)cc2)c2ccc(C)cc2)cc1,CC1=CC=C(C(OC[C@H]2O[C@@H](N3N=CC(N)=NC3=O)[C@@H](O)[C@@H]2O)(C2=CC=C(C)C=C2)C2=CC=C(C)C=C2)C=C1,WINPBGKQLPWUPD-AOGFTHLWSA-N
Cc1cccc(c1NS(=O)(=O)c2ccc(cc2)NC(=S)NC(=O)c3ccc(c(c3)[N+](=O)[O-])Cl)C,Decoys_2654,Cc1cccc(C)c1NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1,CC1=CC=CC(C)=C1NS(=O)(=O)C1=CC=C(NC(=S)NC(=O)C2=CC=C(Cl)C([N+](=O)[O-])=C2)C=C1,LCWQNTFNVQWERC-UHFFFAOYSA-N
Cc1ccc2c(c1)sc(n2)NC(=O)[C@@H](Cc3ccccc3)NS(=O)(=O)c4ccc5c(c4)CCC(=O)N5,Decoys_2655,Cc1ccc2nc(NC(=O)[C@@H](Cc3ccccc3)NS(=O)(=O)c3ccc4c(c3)CCC(=O)N4)sc2c1,CC1=CC=C2N=C(NC(=O)[C@@H](CC3=CC=CC=C3)NS(=O)(=O)C3=CC=C4NC(=O)CCC4=C3)SC2=C1,TYQXARZRJVRRBF-JOCHJYFZSA-N
CCCCN1C(=C([C@H](NC1=O)c2cccc(c2)NC(=O)NCc3ccccc3)C(=O)OCC)c4ccccc4,Decoys_2656,CCCCN1C(=O)N[C@H](c2cccc(NC(=O)NCc3ccccc3)c2)C(C(=O)OCC)=C1c1ccccc1,CCCCN1C(=O)N[C@H](C2=CC=CC(NC(=O)NCC3=CC=CC=C3)=C2)C(C(=O)OCC)=C1C1=CC=CC=C1,OCEAJOWTDFKPCJ-HHHXNRCGSA-N
C[C@@H](CC(=O)N(Cc1ccco1)[C@H](c2c(cc(cc2O)O)O)C(=O)NC(C)(C)CC(C)(C)C)c3ccccc3,Decoys_2657,C[C@@H](CC(=O)N(Cc1ccco1)[C@@H](C(=O)NC(C)(C)CC(C)(C)C)c1c(O)cc(O)cc1O)c1ccccc1,C[C@@H](CC(=O)N(CC1=CC=CO1)[C@@H](C(=O)NC(C)(C)CC(C)(C)C)C1=C(O)C=C(O)C=C1O)C1=CC=CC=C1,KLLHYAWZIKXWGV-WTYVLRPYSA-N
C[C@H](CC(=O)N(Cc1ccco1)[C@H](c2c(cc(cc2O)O)O)C(=O)NC(C)(C)CC(C)(C)C)c3ccccc3,Decoys_2658,C[C@H](CC(=O)N(Cc1ccco1)[C@@H](C(=O)NC(C)(C)CC(C)(C)C)c1c(O)cc(O)cc1O)c1ccccc1,C[C@H](CC(=O)N(CC1=CC=CO1)[C@@H](C(=O)NC(C)(C)CC(C)(C)C)C1=C(O)C=C(O)C=C1O)C1=CC=CC=C1,KLLHYAWZIKXWGV-PIIWDFAUSA-N
CCCCCCN([C@H](c1ccc(cc1)[N+](=O)[O-])C(=O)NC(C)(C)CC(C)(C)C)C(=O)c2c(cccc2O)O,Decoys_2659,CCCCCCN(C(=O)c1c(O)cccc1O)[C@@H](C(=O)NC(C)(C)CC(C)(C)C)c1ccc([N+](=O)[O-])cc1,CCCCCCN(C(=O)C1=C(O)C=CC=C1O)[C@@H](C(=O)NC(C)(C)CC(C)(C)C)C1=CC=C([N+](=O)[O-])C=C1,MVIMFAPASPCJGF-RUZDIDTESA-N
Cc1ccc(c(c1)NC(=O)CS[C@@H]2N=N[C@H](O2)[C@H](Cc3c[nH]c4c3cccc4)NC(=O)OC(C)(C)C)C,Decoys_2660,Cc1ccc(C)c(NC(=O)CS[C@@H]2N=N[C@@H]([C@H](Cc3c[nH]c4ccccc34)NC(=O)OC(C)(C)C)O2)c1,CC1=CC=C(C)C(NC(=O)CS[C@@H]2N=N[C@@H]([C@H](CC3=CNC4=C3C=CC=C4)NC(=O)OC(C)(C)C)O2)=C1,LXBCJMMIUHLUPB-GGBSJPMNSA-N
Cc1ccc(c(c1)NC(=O)CS[C@H]2N=N[C@H](O2)[C@H](Cc3c[nH]c4c3cccc4)NC(=O)OC(C)(C)C)C,Decoys_2661,Cc1ccc(C)c(NC(=O)CS[C@H]2N=N[C@@H]([C@H](Cc3c[nH]c4ccccc34)NC(=O)OC(C)(C)C)O2)c1,CC1=CC=C(C)C(NC(=O)CS[C@H]2N=N[C@@H]([C@H](CC3=CNC4=C3C=CC=C4)NC(=O)OC(C)(C)C)O2)=C1,LXBCJMMIUHLUPB-FBILRYNDSA-N
Cc1ccc(c(c1)C)NC(=O)CS[C@@H]2N=N[C@H](O2)[C@H](Cc3c[nH]c4c3cccc4)NC(=O)OC(C)(C)C,Decoys_2662,Cc1ccc(NC(=O)CS[C@@H]2N=N[C@@H]([C@H](Cc3c[nH]c4ccccc34)NC(=O)OC(C)(C)C)O2)c(C)c1,CC1=CC=C(NC(=O)CS[C@@H]2N=N[C@@H]([C@H](CC3=CNC4=C3C=CC=C4)NC(=O)OC(C)(C)C)O2)C(C)=C1,MGGJEDHQLLGPTK-GGBSJPMNSA-N
CCCN1CCc2c(sc(c2C(=O)N)NC(=O)c3ccc(cc3)S(=O)(=O)N4C[C@@H](C[C@@H](C4)C)C)C1,Decoys_2663,CCCN1CCc2c(sc(NC(=O)c3ccc(S(=O)(=O)N4C[C@@H](C)C[C@@H](C)C4)cc3)c2C(N)=O)C1,CCCN1CCC2=C(C1)SC(NC(=O)C1=CC=C(S(=O)(=O)N3C[C@@H](C)C[C@@H](C)C3)C=C1)=C2C(N)=O,UJZYSEFHFBENMN-CALCHBBNSA-N
Cc1cc(c(c(c1)c2c3c([nH]n2)C(=O)N([C@@H]3c4ccc(c(c4)OC)O)CCc5ccc(c(c5)OC)OC)O)C,Decoys_2664,COc1cc([C@@H]2c3c(-c4cc(C)cc(C)c4O)n[nH]c3C(=O)N2CCc2ccc(OC)c(OC)c2)ccc1O,COC1=CC([C@@H]2C3=C(NN=C3C3=CC(C)=CC(C)=C3O)C(=O)N2CCC2=CC=C(OC)C(OC)=C2)=CC=C1O,CELDUBGSEFVRQT-MUUNZHRXSA-N
COc1ccc(cc1)Nc2nc(nc(n2)N/N=C/c3cc(ccc3O)Br)Nc4ccc(cc4)[N+](=O)[O-],Decoys_2665,COc1ccc(Nc2nc(N/N=C/c3cc(Br)ccc3O)nc(Nc3ccc([N+](=O)[O-])cc3)n2)cc1,COC1=CC=C(NC2=NC(NC3=CC=C([N+](=O)[O-])C=C3)=NC(N/N=C/C3=CC(Br)=CC=C3O)=N2)C=C1,JNCYFBTYCCIXKB-DHRITJCHSA-N
c1ccc(cc1)Nc2nc(nc(n2)N/N=C/c3ccccc3I)Nc4ccc(cc4)[N+](=O)[O-],Decoys_2666,O=[N+]([O-])c1ccc(Nc2nc(N/N=C/c3ccccc3I)nc(Nc3ccccc3)n2)cc1,O=[N+]([O-])C1=CC=C(NC2=NC(N/N=C/C3=CC=CC=C3I)=NC(NC3=CC=CC=C3)=N2)C=C1,IFNCYQKRNBWSTP-ZVHZXABRSA-N
CCOc1cc(cc(c1O)Cl)[C@@H]2C3=C(C[C@@H](CC3=O)c4cc(c(c(c4)OC)OC)OC)Nc5ccccc5N2,Decoys_2667,CCOc1cc([C@H]2Nc3ccccc3NC3=C2C(=O)C[C@@H](c2cc(OC)c(OC)c(OC)c2)C3)cc(Cl)c1O,CCOC1=CC([C@H]2NC3=CC=CC=C3NC3=C2C(=O)C[C@@H](C2=CC(OC)=C(OC)C(OC)=C2)C3)=CC(Cl)=C1O,ZSEMYKZZOZRERI-DEXQXJORSA-N
CCOc1cc(cc(c1O)Br)[C@H]2C3=C(C[C@H](CC3=O)c4cc(c(c(c4)OC)OC)OC)Nc5ccccc5N2,Decoys_2668,CCOc1cc([C@@H]2Nc3ccccc3NC3=C2C(=O)C[C@H](c2cc(OC)c(OC)c(OC)c2)C3)cc(Br)c1O,CCOC1=CC([C@@H]2NC3=CC=CC=C3NC3=C2C(=O)C[C@H](C2=CC(OC)=C(OC)C(OC)=C2)C3)=CC(Br)=C1O,IWQDSHGMTYGVIG-HJWYETAXSA-N
Cc1ccc(cc1)S(=O)(=O)CNC(=O)[C@@H](c2ccco2)N(c3ccccc3)C(=O)c4c(cccc4O)O,Decoys_2669,Cc1ccc(S(=O)(=O)CNC(=O)[C@@H](c2ccco2)N(C(=O)c2c(O)cccc2O)c2ccccc2)cc1,CC1=CC=C(S(=O)(=O)CNC(=O)[C@@H](C2=CC=CO2)N(C(=O)C2=C(O)C=CC=C2O)C2=CC=CC=C2)C=C1,JVCQKSHYOIEVPY-RUZDIDTESA-N
Cc1ccc(cc1)S(=O)(=O)CNC(=O)[C@H](c2ccco2)N(c3ccccc3)C(=O)c4cccc(c4O)O,Decoys_2670,Cc1ccc(S(=O)(=O)CNC(=O)[C@H](c2ccco2)N(C(=O)c2cccc(O)c2O)c2ccccc2)cc1,CC1=CC=C(S(=O)(=O)CNC(=O)[C@H](C2=CC=CO2)N(C(=O)C2=CC=CC(O)=C2O)C2=CC=CC=C2)C=C1,GCOCWIMHWLBOTD-DEOSSOPVSA-N
c1ccc(cc1)c2nnc(n2N)SCCCC(=O)N/N=C/c3ccccc3OCc4ccccc4Cl,Decoys_2671,Nn1c(SCCCC(=O)N/N=C/c2ccccc2OCc2ccccc2Cl)nnc1-c1ccccc1,NN1C(SCCCC(=O)N/N=C/C2=CC=CC=C2OCC2=CC=CC=C2Cl)=NN=C1C1=CC=CC=C1,RBENSAVDXJKIGF-STBIYBPSSA-N
c1ccc(cc1)CCc2nnc(n2N)SCC(=O)Nc3nnc(s3)SCc4ccc(cc4)Cl,Decoys_2672,Nn1c(CCc2ccccc2)nnc1SCC(=O)Nc1nnc(SCc2ccc(Cl)cc2)s1,NN1C(CCC2=CC=CC=C2)=NN=C1SCC(=O)NC1=NN=C(SCC2=CC=C(Cl)C=C2)S1,OZOYXYMAZAHBSS-UHFFFAOYSA-N
c1cc(ccc1N/C=C/2\C(=O)NC(=O)N(C2=O)CCNc3c(cc(cn3)C(F)(F)F)Cl)OC(F)(F)F,Decoys_2673,O=C1NC(=O)N(CCNc2ncc(C(F)(F)F)cc2Cl)C(=O)/C1=C/Nc1ccc(OC(F)(F)F)cc1,O=C1NC(=O)N(CCNC2=C(Cl)C=C(C(F)(F)F)C=N2)C(=O)/C1=C/NC1=CC=C(OC(F)(F)F)C=C1,SLHKAFZWIBULNL-UKTHLTGXSA-N
CCOc1cc(ccc1O)[C@@H]2c3c([nH]nc3C(=O)N2CCc4ccc(cc4)OC)c5cc(ccc5O)Cl,Decoys_2674,CCOc1cc([C@@H]2c3c(n[nH]c3-c3cc(Cl)ccc3O)C(=O)N2CCc2ccc(OC)cc2)ccc1O,CCOC1=CC([C@@H]2C3=C(C4=CC(Cl)=CC=C4O)NN=C3C(=O)N2CCC2=CC=C(OC)C=C2)=CC=C1O,NLTZBUSMSVSNQJ-HHHXNRCGSA-N
C[C@]12CC/C(=N/OCC(=O)N[C@H](Cc3ccc(c(c3)O)O)C(=O)OC)/C=C1CC[C@@H]4[C@@H]2CC[C@]5([C@@H]4CC[C@@]5(C#C)O)C,Decoys_2675,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=C/C(=N\OCC(=O)N[C@H](Cc5ccc(O)c(O)c5)C(=O)OC)CC[C@]4(C)[C@H]3CC[C@@]21C,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=C/C(=N\OCC(=O)N[C@H](CC5=CC=C(O)C(O)=C5)C(=O)OC)CC[C@]4(C)[C@H]3CC[C@@]21C,BNCPOOPUSRHSRB-YPAKRUIGSA-N
CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@@H]3[C@@H]2CCC4=C/C(=N\OCC(=O)N[C@@H](Cc5ccc(c(c5)[N+](=O)[O-])O)C(=O)OC)/CC[C@]34C)C)O,Decoys_2676,COC(=O)[C@H](Cc1ccc(O)c([N+](=O)[O-])c1)NC(=O)CO/N=C1\C=C2CC[C@@H]3[C@@H]4CC[C@](O)(C(C)=O)[C@@]4(C)CC[C@H]3[C@@]2(C)CC1,COC(=O)[C@H](CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CO/N=C1\C=C2CC[C@@H]3[C@@H]4CC[C@](O)(C(C)=O)[C@@]4(C)CC[C@H]3[C@@]2(C)CC1,LGJGZAYJXOXHFV-SHLZSQHWSA-N
C[C@]12CC[C@@H]3[C@@H]([C@@H]1CC[C@]2(C)O)CCC4=C/C(=N/OCC(=O)N[C@@H](Cc5ccc(cc5)O)C(=O)OC)/C=C[C@]34C,Decoys_2677,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CO/N=C1\C=C[C@@]2(C)C(=C1)CC[C@@H]1[C@@H]3CC[C@](C)(O)[C@@]3(C)CC[C@H]12,COC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)CO/N=C1\C=C[C@@]2(C)C(=C1)CC[C@@H]1[C@@H]3CC[C@](C)(O)[C@@]3(C)CC[C@H]12,CWWFMLSGAXITSE-PEVVRAGFSA-N
C[C@]12CC[C@@H]3[C@@H]([C@@H]1CC[C@]2(C)O)CCC4=C/C(=N/OCC(=O)N[C@@H](Cc5ccc(c(c5)[N+](=O)[O-])O)C(=O)OC)/C=C[C@]34C,Decoys_2678,COC(=O)[C@H](Cc1ccc(O)c([N+](=O)[O-])c1)NC(=O)CO/N=C1\C=C[C@@]2(C)C(=C1)CC[C@@H]1[C@@H]3CC[C@](C)(O)[C@@]3(C)CC[C@H]12,COC(=O)[C@H](CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CO/N=C1\C=C[C@@]2(C)C(=C1)CC[C@@H]1[C@@H]3CC[C@](C)(O)[C@@]3(C)CC[C@H]12,OPANMDJNUGRZNI-RKSGXRHRSA-N
COc1ccc(cc1OC)CCN2C(=O)[C@@H]3[C@@H](N[C@]4([C@@H]3C2=O)c5cccc(c5NC4=O)Cl)Cc6c[nH]c7c6cccc7,Decoys_2679,COc1ccc(CCN2C(=O)[C@@H]3[C@H](Cc4c[nH]c5ccccc45)N[C@]4(C(=O)Nc5c(Cl)cccc54)[C@@H]3C2=O)cc1OC,COC1=CC=C(CCN2C(=O)[C@@H]3[C@H](CC4=CNC5=C4C=CC=C5)N[C@]4(C(=O)NC5=C(Cl)C=CC=C54)[C@@H]3C2=O)C=C1OC,ZOTNKMUIYSXUSK-VVPNKDTJSA-N
COc1ccc(cc1OC)CCN2C(=O)[C@@H]3[C@H](N[C@@]4([C@@H]3C2=O)c5cc(ccc5NC4=O)Cl)Cc6c[nH]c7c6cccc7,Decoys_2680,COc1ccc(CCN2C(=O)[C@@H]3[C@@H](Cc4c[nH]c5ccccc45)N[C@@]4(C(=O)Nc5ccc(Cl)cc54)[C@@H]3C2=O)cc1OC,COC1=CC=C(CCN2C(=O)[C@@H]3[C@@H](CC4=CNC5=C4C=CC=C5)N[C@@]4(C(=O)NC5=CC=C(Cl)C=C54)[C@@H]3C2=O)C=C1OC,QBBOEJJIFLLBIH-MUSMBDMCSA-N
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)N[C@H](Cc5c[nH]c6c5cccc6)C(=O)OC)O)C,Decoys_2681,COC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,COC(=O)[C@@H](CC1=CNC2=C1C=CC=C2)NC(=O)CCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,IBVOOZDRGGOZSS-BMKDPJBMSA-N
