SMILES,Name,Aromatic_SMILES,Kekulized_SMILES,InChiKey
CCCn1c2ccccc2c3c1nc(nn3)SCC(=O)NC4=NN=C(CS4)c5ccc(cc5)C,Decoys_0907,CCCn1c2ccccc2c2nnc(SCC(=O)NC3=NN=C(c4ccc(C)cc4)CS3)nc21,CCCN1C2=CC=CC=C2C2=C1N=C(SCC(=O)NC1=NN=C(C3=CC=C(C)C=C3)CS1)N=N2,XBPALLCXGBSFBL-UHFFFAOYSA-N
Cc1cccc(c1)N(c2nc(cs2)COC(=O)C3CCN(CC3)C(=O)Nc4ccccc4)C(=O)C,Decoys_0908,CC(=O)N(c1cccc(C)c1)c1nc(COC(=O)C2CCN(C(=O)Nc3ccccc3)CC2)cs1,CC(=O)N(C1=CC(C)=CC=C1)C1=NC(COC(=O)C2CCN(C(=O)NC3=CC=CC=C3)CC2)=CS1,JCUVQOVTJQSXIB-UHFFFAOYSA-N
c1ccc2c(c1)CCN2C(=O)CSc3nc4ccc(cc4s3)NC(=O)c5ccc(cc5)[N+](=O)[O-],Decoys_0909,O=C(Nc1ccc2nc(SCC(=O)N3CCc4ccccc43)sc2c1)c1ccc([N+](=O)[O-])cc1,O=C(NC1=CC=C2N=C(SCC(=O)N3CCC4=CC=CC=C43)SC2=C1)C1=CC=C([N+](=O)[O-])C=C1,BZBWFDJVWOBDMQ-UHFFFAOYSA-N
C[C@@H](C(=O)OCC(=O)Nc1ccc(cc1Br)[N+](=O)[O-])Oc2ccc(cc2Cl)Cl,Decoys_0910,C[C@H](Oc1ccc(Cl)cc1Cl)C(=O)OCC(=O)Nc1ccc([N+](=O)[O-])cc1Br,C[C@H](OC1=CC=C(Cl)C=C1Cl)C(=O)OCC(=O)NC1=CC=C([N+](=O)[O-])C=C1Br,ZUXCPFNOLCMUDU-VIFPVBQESA-N
COC(=O)c1ccc(c(c1)NC(=O)c2ccc3c(c2)C[C@@H](OC3=O)c4ccc(cc4)Cl)C(=O)OC,Decoys_0911,COC(=O)c1ccc(C(=O)OC)c(NC(=O)c2ccc3c(c2)C[C@H](c2ccc(Cl)cc2)OC3=O)c1,COC(=O)C1=CC=C(C(=O)OC)C(NC(=O)C2=CC=C3C(=O)O[C@@H](C4=CC=C(Cl)C=C4)CC3=C2)=C1,UFXOBIBGSRTFPB-JOCHJYFZSA-N
c1ccc2c(c1)C(=O)c3cc(c(cc3C2=O)Cl)NC(=O)CSc4nnc(n4Cc5ccco5)C6CC6,Decoys_0912,O=C(CSc1nnc(C2CC2)n1Cc1ccco1)Nc1cc2c(cc1Cl)C(=O)c1ccccc1C2=O,O=C(CSC1=NN=C(C2CC2)N1CC1=CC=CO1)NC1=C(Cl)C=C2C(=O)C3=CC=CC=C3C(=O)C2=C1,ZEORTFJTEGJCAH-UHFFFAOYSA-N
c1ccc(cc1)Cn2c(=O)c3c4c(sc3nc2SCC(=O)Nc5ccc(cc5)[N+](=O)[O-])CCCC4,Decoys_0913,O=C(CSc1nc2sc3c(c2c(=O)n1Cc1ccccc1)CCCC3)Nc1ccc([N+](=O)[O-])cc1,O=C(CSC1=NC2=C(C(=O)N1CC1=CC=CC=C1)C1=C(CCCC1)S2)NC1=CC=C([N+](=O)[O-])C=C1,BORRKXMPUOYXIA-UHFFFAOYSA-N
c1ccc(cc1)n2c(nnc2SCC(=O)Nc3ccc(cc3[N+](=O)[O-])C(F)(F)F)c4cccs4,Decoys_0914,O=C(CSc1nnc(-c2cccs2)n1-c1ccccc1)Nc1ccc(C(F)(F)F)cc1[N+](=O)[O-],O=C(CSC1=NN=C(C2=CC=CS2)N1C1=CC=CC=C1)NC1=CC=C(C(F)(F)F)C=C1[N+](=O)[O-],YKUUHVQHYSNOOL-UHFFFAOYSA-N
c1ccnc(c1)c2ccc(s2)S(=O)(=O)Nc3ccc(nc3)Oc4c5ccc(cc5ncn4)Cl,Decoys_0915,O=S(=O)(Nc1ccc(Oc2ncnc3cc(Cl)ccc23)nc1)c1ccc(-c2ccccn2)s1,O=S(=O)(NC1=CC=C(OC2=NC=NC3=CC(Cl)=CC=C32)N=C1)C1=CC=C(C2=CC=CC=N2)S1,GEKHKTBQUKVFNG-UHFFFAOYSA-N
CCCOc1ccc(cc1)[C@H]2/C(=C(\c3cccs3)/O)/C(=O)C(=O)N2c4nc(c(s4)C(=O)OC)C,Decoys_0916,CCCOc1ccc([C@H]2/C(=C(/O)c3cccs3)C(=O)C(=O)N2c2nc(C)c(C(=O)OC)s2)cc1,CCCOC1=CC=C([C@H]2/C(=C(/O)C3=CC=CS3)C(=O)C(=O)N2C2=NC(C)=C(C(=O)OC)S2)C=C1,WQFDQKNXPQUVFW-VZCCSQPZSA-N
C[C@H](c1ccccc1)NC(=O)[C@H](C)Sc2nnc3n2c4ccccc4c(=O)n3c5cccc(c5)OC,Decoys_0917,COc1cccc(-n2c(=O)c3ccccc3n3c(S[C@@H](C)C(=O)N[C@H](C)c4ccccc4)nnc23)c1,COC1=CC(N2C(=O)C3=CC=CC=C3N3C(S[C@@H](C)C(=O)N[C@H](C)C4=CC=CC=C4)=NN=C23)=CC=C1,BAZSUKARQVMOKS-MSOLQXFVSA-N
CC(C)OC(=O)C1[C@H]([C@@H]2C(=NC1=C)C[C@@H](CC2=O)c3ccc(c(c3)OC)OC)c4ccc(c(c4)O)OC,Decoys_0918,C=C1N=C2C[C@H](c3ccc(OC)c(OC)c3)CC(=O)[C@@H]2[C@H](c2ccc(OC)c(O)c2)C1C(=O)OC(C)C,C=C1N=C2C[C@H](C3=CC=C(OC)C(OC)=C3)CC(=O)[C@@H]2[C@H](C2=CC=C(OC)C(O)=C2)C1C(=O)OC(C)C,ZNOYLHRQSWPUFD-SNNIJQQMSA-N
CCOc1ccc2c(c1)sc(n2)N3[C@H](/C(=C(\c4ccc(o4)C)/O)/C(=O)C3=O)c5ccc(cc5)OC,Decoys_0919,CCOc1ccc2nc(N3C(=O)C(=O)/C(=C(\O)c4ccc(C)o4)[C@@H]3c3ccc(OC)cc3)sc2c1,CCOC1=CC=C2N=C(N3C(=O)C(=O)/C(=C(\O)C4=CC=C(C)O4)[C@@H]3C3=CC=C(OC)C=C3)SC2=C1,XIFLFMSNRJLKIK-VFJWVMJUSA-N
C[C@@H]1CC2=C([C@H](C(=C(N2)C)C(=O)OC3CCCCC3)c4cc(ccc4OC)OC)C(=O)[C@@H]1C(=O)OC,Decoys_0920,COC(=O)[C@H]1C(=O)C2=C(C[C@H]1C)NC(C)=C(C(=O)OC1CCCCC1)[C@@H]2c1cc(OC)ccc1OC,COC(=O)[C@H]1C(=O)C2=C(C[C@H]1C)NC(C)=C(C(=O)OC1CCCCC1)[C@@H]2C1=CC(OC)=CC=C1OC,JVBYNLMAIJIRMF-CHVDNLQBSA-N
CCOC(=O)C1=C(N=c2n(c(=O)/c(=C\c3c(nn(c3C)c4ccccc4)C)/s2)[C@@H]1c5ccc(cc5)O)C,Decoys_0921,CCOC(=O)C1=C(C)N=c2s/c(=C/c3c(C)nn(-c4ccccc4)c3C)c(=O)n2[C@@H]1c1ccc(O)cc1,CCOC(=O)C1=C(C)N=C2S/C(=C/C3=C(C)N(C4=CC=CC=C4)N=C3C)C(=O)N2[C@@H]1C1=CC=C(O)C=C1,WCDGHNIQYUMZKC-XSZPGNIMSA-N
CCn1c(=O)c2c3c(sc2nc1SCC(=O)Nc4ccc(cc4Cl)[N+](=O)[O-])C[C@H](CC3)C,Decoys_0922,CCn1c(SCC(=O)Nc2ccc([N+](=O)[O-])cc2Cl)nc2sc3c(c2c1=O)CC[C@H](C)C3,CCN1C(=O)C2=C(N=C1SCC(=O)NC1=CC=C([N+](=O)[O-])C=C1Cl)SC1=C2CC[C@H](C)C1,PRQYTRGRBNOBAP-NSHDSACASA-N
Cc1c(cco1)c2nnc(n2CC=C)S[C@H](C)C(=O)Nc3ccc4c(c3)C(=O)c5ccccc5C4=O,Decoys_0923,C=CCn1c(S[C@H](C)C(=O)Nc2ccc3c(c2)C(=O)c2ccccc2C3=O)nnc1-c1ccoc1C,C=CCN1C(S[C@H](C)C(=O)NC2=CC=C3C(=O)C4=CC=CC=C4C(=O)C3=C2)=NN=C1C1=C(C)OC=C1,BAYCXDDVUQHEJI-MRXNPFEDSA-N
CCCn1c(=O)c2cc(ccc2nc1S[C@@H](C)C(=O)Nc3ccc(cc3)[N+](=O)[O-])Br,Decoys_0924,CCCn1c(S[C@@H](C)C(=O)Nc2ccc([N+](=O)[O-])cc2)nc2ccc(Br)cc2c1=O,CCCN1C(=O)C2=CC(Br)=CC=C2N=C1S[C@@H](C)C(=O)NC1=CC=C([N+](=O)[O-])C=C1,UYUIAVHGVVSCOM-LBPRGKRZSA-N
c1cc(sc1)[C@H](c2ccc3c(c2)CCCC3)NC(=O)CCCn4c5ccc(cc5oc4=O)[N+](=O)[O-],Decoys_0925,O=C(CCCn1c(=O)oc2cc([N+](=O)[O-])ccc21)N[C@@H](c1ccc2c(c1)CCCC2)c1cccs1,O=C(CCCN1C(=O)OC2=CC([N+](=O)[O-])=CC=C21)N[C@@H](C1=CC=C2CCCCC2=C1)C1=CC=CS1,DDTGLSIUSKGYKZ-VWLOTQADSA-N
CCCn1c(=O)c2cc(ccc2nc1SCC(=O)Nc3ccc(cc3[N+](=O)[O-])C)Br,Decoys_0926,CCCn1c(SCC(=O)Nc2ccc(C)cc2[N+](=O)[O-])nc2ccc(Br)cc2c1=O,CCCN1C(=O)C2=CC(Br)=CC=C2N=C1SCC(=O)NC1=CC=C(C)C=C1[N+](=O)[O-],UINGAJOVLJRSHZ-UHFFFAOYSA-N
CC(C)(C)c1ccc(cc1)S(=O)(=O)Nc2cc3c(cc2Oc4ccccc4)n(c(=O)c(=O)n3C)C,Decoys_0927,Cn1c(=O)c(=O)n(C)c2cc(Oc3ccccc3)c(NS(=O)(=O)c3ccc(C(C)(C)C)cc3)cc21,CN1C(=O)C(=O)N(C)C2=C1C=C(NS(=O)(=O)C1=CC=C(C(C)(C)C)C=C1)C(OC1=CC=CC=C1)=C2,JEWPVEJXZWMSAB-UHFFFAOYSA-N
Cc1c(sc(n1)N2[C@H](c3c(=O)c4cc(ccc4oc3C2=O)Cl)c5ccc(cc5)O)C(=O)OCC=C,Decoys_0928,C=CCOC(=O)c1sc(N2C(=O)c3oc4ccc(Cl)cc4c(=O)c3[C@@H]2c2ccc(O)cc2)nc1C,C=CCOC(=O)C1=C(C)N=C(N2C(=O)C3=C(C(=O)C4=CC(Cl)=CC=C4O3)[C@@H]2C2=CC=C(O)C=C2)S1,OMHWPPQLGDUVCT-IBGZPJMESA-N
CN1C2=C([C@@H](NC1=O)c3cccc(c3)Oc4ccccc4)C(=O)N(C2)CCc5ccc(c(c5)OC)OC,Decoys_0929,COc1ccc(CCN2CC3=C(C2=O)[C@H](c2cccc(Oc4ccccc4)c2)NC(=O)N3C)cc1OC,COC1=CC=C(CCN2CC3=C(C2=O)[C@H](C2=CC=CC(OC4=CC=CC=C4)=C2)NC(=O)N3C)C=C1OC,DVEIMCFNQJIGRD-MHZLTWQESA-N
Cc1ccc(o1)CN([C@@H](c2cc(ccc2Cl)[N+](=O)[O-])C(=O)NC(C)(C)C)C(=O)c3ccccc3Cl,Decoys_0930,Cc1ccc(CN(C(=O)c2ccccc2Cl)[C@H](C(=O)NC(C)(C)C)c2cc([N+](=O)[O-])ccc2Cl)o1,CC1=CC=C(CN(C(=O)C2=CC=CC=C2Cl)[C@H](C(=O)NC(C)(C)C)C2=CC([N+](=O)[O-])=CC=C2Cl)O1,PTPBYNOIOJAAPW-QFIPXVFZSA-N
COc1cc(cc(c1)OC)NC(=O)C[C@H]2C(=O)N(C(=O)N2Cc3cccs3)c4ccc(cc4)Cl,Decoys_0931,COc1cc(NC(=O)C[C@H]2C(=O)N(c3ccc(Cl)cc3)C(=O)N2Cc2cccs2)cc(OC)c1,COC1=CC(NC(=O)C[C@H]2C(=O)N(C3=CC=C(Cl)C=C3)C(=O)N2CC2=CC=CS2)=CC(OC)=C1,JQQAGUFNQAGRAT-NRFANRHFSA-N
COc1ccc(cc1)[C@H]2[C@@H]3[C@@H](Oc4ccccc4C3=Nc5n2nc([nH+]5)SC)c6ccc(c(c6)OC)OC,Decoys_0932,COc1ccc([C@H]2[C@H]3C(=Nc4[nH+]c(SC)nn42)c2ccccc2O[C@H]3c2ccc(OC)c(OC)c2)cc1,COC1=CC=C([C@H]2[C@H]3C(=NC4=[NH+]C(SC)=NN42)C2=CC=CC=C2O[C@H]3C2=CC=C(OC)C(OC)=C2)C=C1,ITNVXSCGGYOBLG-AFESJLNVSA-O
COc1ccc(cc1)[C@H]2CC(=Nc3n2nc([nH+]3)[N-]S(=O)(=O)c4ccccc4)c5ccc(cc5)Cl,Decoys_0933,COc1ccc([C@H]2CC(c3ccc(Cl)cc3)=Nc3[nH+]c([N-]S(=O)(=O)c4ccccc4)nn32)cc1,COC1=CC=C([C@H]2CC(C3=CC=C(Cl)C=C3)=NC3=[NH+]C([N-]S(=O)(=O)C4=CC=CC=C4)=NN32)C=C1,OHQFPYVEMFEISH-JOCHJYFZSA-O
COc1ccc(cc1)[C@H]2[C@H]3[C@H](Oc4ccccc4C3=Nc5n2nc([nH+]5)SC)c6ccc(c(c6)OC)OC,Decoys_0934,COc1ccc([C@H]2[C@@H]3C(=Nc4[nH+]c(SC)nn42)c2ccccc2O[C@@H]3c2ccc(OC)c(OC)c2)cc1,COC1=CC=C([C@H]2[C@@H]3C(=NC4=[NH+]C(SC)=NN42)C2=CC=CC=C2O[C@@H]3C2=CC=C(OC)C(OC)=C2)C=C1,ITNVXSCGGYOBLG-AYRHNUGRSA-O
CCOc1ccc(cc1OC)[C@H]2[C@@H]3[C@@H](Oc4ccc(cc4C3=Nc5n2nc[nH+]5)C)c6ccccc6OC,Decoys_0935,CCOc1ccc([C@H]2[C@H]3C(=Nc4[nH+]cnn42)c2cc(C)ccc2O[C@H]3c2ccccc2OC)cc1OC,CCOC1=CC=C([C@H]2[C@H]3C(=NC4=[NH+]C=NN42)C2=CC(C)=CC=C2O[C@H]3C2=CC=CC=C2OC)C=C1OC,WKRNUUUYWTVFDF-PKXQUSJVSA-O
COc1ccc(cc1)[C@@H]2CC(=NN2C\3=NC(=O)S/C3=C\c4ccc(c(c4)OC)O)c5ccc(cc5)OC,Decoys_0936,COc1ccc(C2=NN(C3=NC(=O)S/C3=C\c3ccc(O)c(OC)c3)[C@H](c3ccc(OC)cc3)C2)cc1,COC1=CC=C(C2=NN(C3=NC(=O)S/C3=C\C3=CC=C(O)C(OC)=C3)[C@H](C3=CC=C(OC)C=C3)C2)C=C1,ZBCNWJTWFURVCW-VNAAUWNKSA-N
c1ccc(cc1)CCc2ccccc2C(=O)Nc3ncc(s3)S(=O)(=O)c4ccc(cc4)[N+](=O)[O-],Decoys_0937,O=C(Nc1ncc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)s1)c1ccccc1CCc1ccccc1,O=C(NC1=NC=C(S(=O)(=O)C2=CC=C([N+](=O)[O-])C=C2)S1)C1=CC=CC=C1CCC1=CC=CC=C1,ZAJFRLNQQVNRHC-UHFFFAOYSA-N
Cc1ccc(c2c1cc(c(=O)[nH]2)CN(Cc3ccco3)[C@H](c4nnnn4C5CCCCC5)C(C)C)C,Decoys_0938,Cc1ccc(C)c2[nH]c(=O)c(CN(Cc3ccco3)[C@H](c3nnnn3C3CCCCC3)C(C)C)cc12,CC1=CC=C(C)C2=C1C=C(CN(CC1=CC=CO1)[C@H](C1=NN=NN1C1CCCCC1)C(C)C)C(=O)N2,IYGVKILKYXDLRR-SANMLTNESA-N
CCOc1ccc(c(c1)N2C(=O)/C(=C/c3cc(n(c3C)c4cccc5c4cccc5)C)/C(=O)NC2=O)OCC,Decoys_0939,CCOc1ccc(OCC)c(N2C(=O)NC(=O)/C(=C\c3cc(C)n(-c4cccc5ccccc45)c3C)C2=O)c1,CCOC1=CC=C(OCC)C(N2C(=O)NC(=O)/C(=C\C3=C(C)N(C4=CC=CC5=C4C=CC=C5)C(C)=C3)C2=O)=C1,UQEDNVCWJACGPC-KOEQRZSOSA-N
CCCOC(=O)c1cc(ccc1Cl)c2ccc(o2)/C=C\3/C(=O)NC(=O)N(C3=O)c4cccc(c4C)C,Decoys_0940,CCCOC(=O)c1cc(-c2ccc(/C=C3/C(=O)NC(=O)N(c4cccc(C)c4C)C3=O)o2)ccc1Cl,CCCOC(=O)C1=CC(C2=CC=C(/C=C3/C(=O)NC(=O)N(C4=CC=CC(C)=C4C)C3=O)O2)=CC=C1Cl,NWPYXDGQVWCDDS-ZHZULCJRSA-N
CCOC(=O)C1=C(N=c2n(c(=O)/c(=C/c3cc4ccc(cc4[nH]c3=O)OC)/s2)[C@H]1c5ccc(cc5)C)C,Decoys_0941,CCOC(=O)C1=C(C)N=c2s/c(=C\c3cc4ccc(OC)cc4[nH]c3=O)c(=O)n2[C@H]1c1ccc(C)cc1,CCOC(=O)C1=C(C)N=C2S/C(=C\C3=CC4=CC=C(OC)C=C4NC3=O)C(=O)N2[C@H]1C1=CC=C(C)C=C1,QZXBQGCHSBMVFO-MFUBYVTQSA-N
CCOC(=O)[C@H]1CCC[NH+](C1)Cc2c(ccc3c2oc(=O)cc3c4cc5cc(ccc5oc4=O)Cl)[O-],Decoys_0942,CCOC(=O)[C@H]1CCC[NH+](Cc2c([O-])ccc3c(-c4cc5cc(Cl)ccc5oc4=O)cc(=O)oc23)C1,CCOC(=O)[C@H]1CCC[NH+](CC2=C([O-])C=CC3=C2OC(=O)C=C3C2=CC3=CC(Cl)=CC=C3OC2=O)C1,PPBZBKKOWIBYFA-HNNXBMFYSA-N
CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)C(=O)/N=C/2\N([C@@H]3CS(=O)(=O)C[C@@H]3S2)c4ccccc4,Decoys_0943,CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)C(=O)/N=C1/S[C@H]2CS(=O)(=O)C[C@H]2N1c1ccccc1,CC(C)(C)OC(=O)N[C@H](CC1=CC=CC=C1)C(=O)/N=C1/S[C@H]2CS(=O)(=O)C[C@H]2N1C1=CC=CC=C1,FFUQTTDCNYKDLA-HFYCICGMSA-N
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)/N=C/2\N([C@H]3CS(=O)(=O)C[C@@H]3S2)c4ccccc4,Decoys_0944,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)/N=C1/S[C@H]2CS(=O)(=O)C[C@@H]2N1c1ccccc1,CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)/N=C1/S[C@H]2CS(=O)(=O)C[C@@H]2N1C1=CC=CC=C1,FFUQTTDCNYKDLA-XKNVRWEVSA-N
Cc1c(sc2c1c(=O)[nH]c(n2)[C@@H](C)Sc3nnc(n3Cc4ccco4)N5C[C@@H](C[C@@H](C5)C)C)C,Decoys_0945,Cc1sc2nc([C@@H](C)Sc3nnc(N4C[C@@H](C)C[C@@H](C)C4)n3Cc3ccco3)[nH]c(=O)c2c1C,CC1=C(C)C2=C(N=C([C@@H](C)SC3=NN=C(N4C[C@@H](C)C[C@@H](C)C4)N3CC3=CC=CO3)NC2=O)S1,WDVUEGZECIWGMG-JKIFEVAISA-N
COc1ccc(cc1)[C@@H]2CC(=Nc3n2nc([nH+]3)[N-]S(=O)(=O)c4ccc(cc4)Cl)c5ccccc5,Decoys_0946,COc1ccc([C@@H]2CC(c3ccccc3)=Nc3[nH+]c([N-]S(=O)(=O)c4ccc(Cl)cc4)nn32)cc1,COC1=CC=C([C@@H]2CC(C3=CC=CC=C3)=NC3=[NH+]C([N-]S(=O)(=O)C4=CC=C(Cl)C=C4)=NN32)C=C1,FFOZTHMUZKPUBT-QFIPXVFZSA-O
Cc1cccc(c1)N2C(=O)/C(=C/c3cc(c(c(c3)Cl)OCCOc4ccccc4C)OC)/C(=O)NC2=O,Decoys_0947,COc1cc(/C=C2\C(=O)NC(=O)N(c3cccc(C)c3)C2=O)cc(Cl)c1OCCOc1ccccc1C,COC1=C(OCCOC2=CC=CC=C2C)C(Cl)=CC(/C=C2\C(=O)NC(=O)N(C3=CC(C)=CC=C3)C2=O)=C1,UNUJJWSQTFLYJR-KGENOOAVSA-N
C[C@H]1CC2=C([C@@H](C(=C(N2)C)C(=O)OC3CCCCC3)c4ccc(c(c4)OC)OC)C(=O)[C@@H]1C(=O)OC,Decoys_0948,COC(=O)[C@H]1C(=O)C2=C(C[C@@H]1C)NC(C)=C(C(=O)OC1CCCCC1)[C@H]2c1ccc(OC)c(OC)c1,COC(=O)[C@H]1C(=O)C2=C(C[C@@H]1C)NC(C)=C(C(=O)OC1CCCCC1)[C@H]2C1=CC=C(OC)C(OC)=C1,BGUJGTXHPFOPOP-HRCLSFSHSA-N
CC[C@H](C)c1ccc(cc1)N2C(=O)/C(=C\c3ccc(cc3)OCc4ccc(cc4)[N+](=O)[O-])/C(=O)NC2=S,Decoys_0949,CC[C@H](C)c1ccc(N2C(=O)/C(=C\c3ccc(OCc4ccc([N+](=O)[O-])cc4)cc3)C(=O)NC2=S)cc1,CC[C@H](C)C1=CC=C(N2C(=O)/C(=C\C3=CC=C(OCC4=CC=C([N+](=O)[O-])C=C4)C=C3)C(=O)NC2=S)C=C1,ZZIVOHDFFXQQIO-SAHIIKMKSA-N
Cc1ccc(cc1)S(=O)(=O)Nc2ccccc2C(=O)/N=c\3/n(c4ccccc4s3)CC(=O)OC,Decoys_0950,COC(=O)Cn1/c(=N/C(=O)c2ccccc2NS(=O)(=O)c2ccc(C)cc2)sc2ccccc21,COC(=O)CN1C2=CC=CC=C2S/C1=N\C(=O)C1=CC=CC=C1NS(=O)(=O)C1=CC=C(C)C=C1,VNZLPYSSKUBXPE-IZHYLOQSSA-N
c1cc([nH+]cc1C(F)(F)F)N2CC[NH+](CC2)C[C@@H](c3cc(no3)c4cc(cc(c4)Cl)Cl)O,Decoys_0951,O[C@@H](C[NH+]1CCN(c2ccc(C(F)(F)F)c[nH+]2)CC1)c1cc(-c2cc(Cl)cc(Cl)c2)no1,O[C@@H](C[NH+]1CCN(C2=[NH+]C=C(C(F)(F)F)C=C2)CC1)C1=CC(C2=CC(Cl)=CC(Cl)=C2)=NO1,QQIQISPOBDZSHO-SFHVURJKSA-P
c1ccc(cc1)Cn2c(c(c3c2ncn(c3=[NH2+])CC[NH+]4CCOCC4)c5ccccc5)c6ccccc6,Decoys_0952,[NH2+]=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1CC[NH+]1CCOCC1,[NH2+]=C1C2=C(N=CN1CC[NH+]1CCOCC1)N(CC1=CC=CC=C1)C(C1=CC=CC=C1)=C2C1=CC=CC=C1,ICCQFBQFHSMRMV-UHFFFAOYSA-P
c1cc(cc(c1)Br)C[NH2+]Cc2cccn2c3nnc(s3)N4CC[NH+](CC4)C5CCCCC5,Decoys_0953,Brc1cccc(C[NH2+]Cc2cccn2-c2nnc(N3CC[NH+](C4CCCCC4)CC3)s2)c1,BrC1=CC=CC(C[NH2+]CC2=CC=CN2C2=NN=C(N3CC[NH+](C4CCCCC4)CC3)S2)=C1,GJVRMHXFJNTLST-UHFFFAOYSA-P
CC[NH+](CC)CCCNc1c2c(c3c4c(c([nH+]c3s2)c5ccco5)CCC4)nc(n1)SC,Decoys_0954,CC[NH+](CC)CCCNc1nc(SC)nc2c1sc1[nH+]c(-c3ccco3)c3c(c12)CCC3,CC[NH+](CC)CCCNC1=C2SC3=[NH+]C(C4=CC=CO4)=C4CCCC4=C3C2=NC(SC)=N1,YSECCRWYZIQZGC-UHFFFAOYSA-P
CC/C(=[NH+]\CCc1c[nH]c[nH+]1)/C2C(=NN(C2=O)c3nc4ccccc4s3)CSc5ccc(cc5)C,Decoys_0955,CC/C(=[NH+]\CCc1c[nH]c[nH+]1)C1C(=O)N(c2nc3ccccc3s2)N=C1CSc1ccc(C)cc1,CC/C(=[NH+]\CCC1=CNC=[NH+]1)C1C(=O)N(C2=NC3=CC=CC=C3S2)N=C1CSC1=CC=C(C)C=C1,RHZQZEGEYOWXEV-VFCFBJKWSA-P
Cc1ccc(cc1)C[NH+]2CCC(CC2)[C@@]3(C(=O)N(C(=O)N3)CCc4cccc[nH+]4)Cc5ccccc5,Decoys_0956,Cc1ccc(C[NH+]2CCC([C@@]3(Cc4ccccc4)NC(=O)N(CCc4cccc[nH+]4)C3=O)CC2)cc1,CC1=CC=C(C[NH+]2CCC([C@@]3(CC4=CC=CC=C4)NC(=O)N(CCC4=CC=CC=[NH+]4)C3=O)CC2)C=C1,OCOLFFJFIGBKJD-SSEXGKCCSA-P
Cc1ccc(s1)C[NH+]2CCC(CC2)[C@@]3(C(=O)N(C(=O)N3)CCc4cccc[nH+]4)Cc5ccccc5,Decoys_0957,Cc1ccc(C[NH+]2CCC([C@@]3(Cc4ccccc4)NC(=O)N(CCc4cccc[nH+]4)C3=O)CC2)s1,CC1=CC=C(C[NH+]2CCC([C@@]3(CC4=CC=CC=C4)NC(=O)N(CCC4=CC=CC=[NH+]4)C3=O)CC2)S1,OMOQZDLJXWGLDG-MUUNZHRXSA-P
COC(=O)c1c(cc(=O)n2c1CC[NH+](CC2)Cc3ccc4ccccc4[nH+]3)OC5Cc6ccccc6C5,Decoys_0958,COC(=O)c1c(OC2Cc3ccccc3C2)cc(=O)n2c1CC[NH+](Cc1ccc3ccccc3[nH+]1)CC2,COC(=O)C1=C2CC[NH+](CC3=CC=C4C=CC=CC4=[NH+]3)CCN2C(=O)C=C1OC1CC2=CC=CC=C2C1,GCNHTZZHXJFSEJ-UHFFFAOYSA-P
c1cc[nH+]c(c1)N2CC[NH+](CC2)Cc3cccc(c3)OC4CCN(CC4)C(=O)/C=C/c5cccc(c5)F,Decoys_0959,O=C(/C=C/c1cccc(F)c1)N1CCC(Oc2cccc(C[NH+]3CCN(c4cccc[nH+]4)CC3)c2)CC1,O=C(/C=C/C1=CC=CC(F)=C1)N1CCC(OC2=CC(C[NH+]3CCN(C4=CC=CC=[NH+]4)CC3)=CC=C2)CC1,MVRVGZLIKKGOAS-ZHACJKMWSA-P
CCOC(=O)N1CCN(CC1)c2c(cc3cc(ccc3[nH+]2)C)C[NH2+]C[C@@H]4C[C@H]5C=C[C@@H]4C56CC6,Decoys_0960,CCOC(=O)N1CCN(c2[nH+]c3ccc(C)cc3cc2C[NH2+]C[C@@H]2C[C@H]3C=C[C@@H]2C32CC2)CC1,CCOC(=O)N1CCN(C2=[NH+]C3=CC=C(C)C=C3C=C2C[NH2+]C[C@@H]2C[C@H]3C=C[C@@H]2C32CC2)CC1,UXCKRVUMIFVTBN-QTJGBDASSA-P
COc1cc(ccc1OCc2ccccc2)/C=C(\C#N)/c3[nH]c4cc(c[nH+]c4[nH+]3)Br,Decoys_0961,COc1cc(/C=C(\C#N)c2[nH]c3cc(Br)c[nH+]c3[nH+]2)ccc1OCc1ccccc1,COC1=CC(/C=C(\C#N)C2=[NH+]C3=[NH+]C=C(Br)C=C3N2)=CC=C1OCC1=CC=CC=C1,QIYAFYYFQFDYMQ-RQZCQDPDSA-P
CCCn1c2ccc(cc2[nH+]c1C[NH+](C)[C@H](c3ccccc3)c4ccc(cc4)F)S(=O)(=O)N(C)C,Decoys_0962,CCCn1c(C[NH+](C)[C@H](c2ccccc2)c2ccc(F)cc2)[nH+]c2cc(S(=O)(=O)N(C)C)ccc21,CCCN1C2=CC=C(S(=O)(=O)N(C)C)C=C2[NH+]=C1C[NH+](C)[C@H](C1=CC=CC=C1)C1=CC=C(F)C=C1,OMTOYRNYHNATSX-HHHXNRCGSA-P
